study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	base_count	experiment_alias	fastq_bytes	fastq_ftp	submitted_ftp	sample_alias
PRJEB14847	SAMEA4347634	ERX1610124	749906	gut metagenome	Illumina HiSeq 2000	AWF_ILOSW_r1	PAIRED	5218446585	exp_AWF_ILOSW_4_D11TTACXX.IND6	2442364229;2429344162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539431/ERR1539431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539431/ERR1539431_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ILOSW_4_1_D11TTACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ILOSW_4_2_D11TTACXX.IND6_clean.fastq.gz	sample_AWF_749906_A1-015
PRJEB14847	SAMEA4347668	ERX1610362	749906	gut metagenome	Illumina HiSeq 2000	AWF_RLOSW_r1	PAIRED	4742405455	exp_AWF_RLOSW_3_C1JJBACXX.IND12	2213233204;2212149251	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539432/ERR1539432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539432/ERR1539432_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RLOSW_3_1_C1JJBACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_RLOSW_3_2_C1JJBACXX.IND12_clean.fastq.gz	sample_AWF_749906_A1-118
PRJEB14847	SAMEA4347575	ERX1610364	749906	gut metagenome	Illumina HiSeq 2000	AWF_TFOSW_r1	PAIRED	5678177800	exp_AWF_TFOSW_4_C4VR1ACXX.IND20	2777578817;2731442127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539433/ERR1539433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539433/ERR1539433_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TFOSW_4_1_C4VR1ACXX.IND20_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TFOSW_4_2_C4VR1ACXX.IND20_clean.fastq.gz	sample_AWF_749906_B1-019
PRJEB14847	SAMEA4347691	ERX1610300	749906	gut metagenome	Illumina HiSeq 2000	AWF_MPOSW_r1	PAIRED	5071632686	exp_AWF_MPOSW_5_D14FJACXX.IND7	2446285022;2459267867	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539434/ERR1539434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539434/ERR1539434_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MPOSW_5_1_D14FJACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MPOSW_5_2_D14FJACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1_034
PRJEB14847	SAMEA4347601	ERX1610229	749906	gut metagenome	Illumina HiSeq 2000	AWF_GIOSW_r1	PAIRED	5050425654	exp_AWF_GIOSW_3_C0UT3ACXX.IND11	2371309508;2392385474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539435/ERR1539435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539435/ERR1539435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GIOSW_3_1_C0UT3ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_GIOSW_3_2_C0UT3ACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1-033
PRJEB14847	SAMEA4347667	ERX1610241	749906	gut metagenome	Illumina HiSeq 2000	AWF_INOSW_r1	PAIRED	5405034177	exp_AWF_INOSW_4_D11TTACXX.IND8	2512475620;2492317335	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539436/ERR1539436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539436/ERR1539436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_INOSW_4_1_D11TTACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_INOSW_4_2_D11TTACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-115
PRJEB14847	SAMEA4347491	ERX1610428	749906	gut metagenome	Illumina HiSeq 2000	AWF_NLOSW_r1	PAIRED	4913396883	exp_AWF_NLOSW_4_D14FJACXX.IND11	2396030222;2416509678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539437/ERR1539437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539437/ERR1539437_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NLOSW_4_1_D14FJACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_NLOSW_4_2_D14FJACXX.IND11_clean.fastq.gz	sample_AWF_749906_B1_135
PRJEB14847	SAMEA4347731	ERX1610103	749906	gut metagenome	Illumina HiSeq 2000	AWF_LROSW_r1	PAIRED	5583949512	exp_AWF_LROSW_3_D14FJACXX.IND2	2690104554;2714693426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539438/ERR1539438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539438/ERR1539438_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LROSW_3_1_D14FJACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LROSW_3_2_D14FJACXX.IND2_clean.fastq.gz	sample_AWF_749906_A1_173
PRJEB14847	SAMEA4347708	ERX1610238	749906	gut metagenome	Illumina HiSeq 2000	AWF_MAOSW_r1	PAIRED	4905022917	exp_AWF_MAOSW_1_D14RHACXX.IND6	2224923733;2243591793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539439/ERR1539439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539439/ERR1539439_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MAOSW_1_1_D14RHACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MAOSW_1_2_D14RHACXX.IND6_clean.fastq.gz	sample_AWF_749906_B1_173
PRJEB14847	SAMEA4347734	ERX1610125	749906	gut metagenome	Illumina HiSeq 2000	AWF_PAOSW_r1	PAIRED	5152487870	exp_AWF_PAOSW_1_C1K1EACXX.IND7	2323844060;2338325641	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539440/ERR1539440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539440/ERR1539440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PAOSW_1_1_C1K1EACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PAOSW_1_2_C1K1EACXX.IND7_clean.fastq.gz	sample_AWF_749906_B1 108
PRJEB14847	SAMEA4347656	ERX1610326	749906	gut metagenome	Illumina HiSeq 2000	AWF_MROSW_r1	PAIRED	4924272007	exp_AWF_MROSW_5_D14FJACXX.IND9	2379441572;2387579281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539441/ERR1539441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539441/ERR1539441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MROSW_5_1_D14FJACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MROSW_5_2_D14FJACXX.IND9_clean.fastq.gz	sample_AWF_749906_A1_134
PRJEB14847	SAMEA4347610	ERX1610210	749906	gut metagenome	Illumina HiSeq 2000	AWF_MVOSW_r1	PAIRED	5311357484	exp_AWF_MVOSW_5_D14FJACXX.IND12	2566189323;2582296341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539442/ERR1539442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539442/ERR1539442_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MVOSW_5_1_D14FJACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MVOSW_5_2_D14FJACXX.IND12_clean.fastq.gz	sample_AWF_749906_B1_084
PRJEB14847	SAMEA4347593	ERX1610234	749906	gut metagenome	Illumina HiSeq 2000	AWF_TCOSW_r2	PAIRED	5255529575	exp_AWF_TCOSW_4_C4UJUACXX.IND17	2458758565;2431973924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539443/ERR1539443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539443/ERR1539443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TCOSW_4_1_C4UJUACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TCOSW_4_2_C4UJUACXX.IND17_clean.fastq.gz	sample_AWF_749906_B1-003
PRJEB14847	SAMEA4347676	ERX1610141	749906	gut metagenome	Illumina HiSeq 2000	AWF_LNOSW_r2	PAIRED	5189735126	exp_AWF_LNOSW_1_HAYK8ADXX.IND9	2221344837;2291756842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539444/ERR1539444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539444/ERR1539444_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LNOSW_1_1_HAYK8ADXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_LNOSW_1_2_HAYK8ADXX.IND9_clean.fastq.gz	sample_AWF_749906_A1_023
PRJEB14847	SAMEA4347710	ERX1610285	749906	gut metagenome	Illumina HiSeq 2000	AWF_MLOSW_r1	PAIRED	4296555090	exp_AWF_MLOSW_2_D14RHACXX.IND4	1958131058;1979618265	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539445/ERR1539445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539445/ERR1539445_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MLOSW_2_1_D14RHACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MLOSW_2_2_D14RHACXX.IND4_clean.fastq.gz	sample_AWF_749906_B1_175
PRJEB14847	SAMEA4347519	ERX1610123	749906	gut metagenome	Illumina HiSeq 2000	AWF_TROSW_r2	PAIRED	3661094921	exp_AWF_TROSW_4_C4UJUACXX.IND30	1766193248;1754531684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539446/ERR1539446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539446/ERR1539446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TROSW_4_1_C4UJUACXX.IND30_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TROSW_4_2_C4UJUACXX.IND30_clean.fastq.gz	sample_AWF_749906_B1-048
PRJEB14847	SAMEA4347646	ERX1610151	749906	gut metagenome	Illumina HiSeq 2000	AWF_KKOSW_r1	PAIRED	4830749373	exp_AWF_KKOSW_2_C0UT3ACXX.IND3	2276422602;2297852411	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539447/ERR1539447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539447/ERR1539447_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KKOSW_2_1_C0UT3ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_KKOSW_2_2_C0UT3ACXX.IND3_clean.fastq.gz	sample_AWF_749906_C1-014
PRJEB14847	SAMEA4347622	ERX1610242	749906	gut metagenome	Illumina HiSeq 2000	AWF_ACOSW_r2	PAIRED	6782618435	exp_AWF_ACOSW_3_D0AE5ACXX.IND8	3234188238;3267969156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539448/ERR1539448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539448/ERR1539448_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ACOSW_3_1_D0AE5ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ACOSW_3_2_D0AE5ACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-021
PRJEB14847	SAMEA4347570	ERX1610157	749906	gut metagenome	Illumina HiSeq 2000	AWF_PGOSW_r1	PAIRED	4143766260	exp_AWF_PGOSW_2_C1K1EACXX.IND1	1838043163;1855872764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539449/ERR1539449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539449/ERR1539449_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PGOSW_2_1_C1K1EACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PGOSW_2_2_C1K1EACXX.IND1_clean.fastq.gz	sample_AWF_749906_B1 008-2
PRJEB14847	SAMEA4347637	ERX1610119	749906	gut metagenome	Illumina HiSeq 2000	AWF_SHOSW_r1	PAIRED	4038393736	exp_AWF_SHOSW_2_C4VR1ACXX.IND3	1963977175;1945792902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539450/ERR1539450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539450/ERR1539450_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SHOSW_2_1_C4VR1ACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SHOSW_2_2_C4VR1ACXX.IND3_clean.fastq.gz	sample_AWF_749906_A1-010
PRJEB14847	SAMEA4347487	ERX1610139	749906	gut metagenome	Illumina HiSeq 2000	AWF_MQOSW_r1	PAIRED	5351278803	exp_AWF_MQOSW_5_D14FJACXX.IND8	2588535586;2605643718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539451/ERR1539451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539451/ERR1539451_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MQOSW_5_1_D14FJACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MQOSW_5_2_D14FJACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1_084
PRJEB14847	SAMEA4347521	ERX1610220	749906	gut metagenome	Illumina HiSeq 2000	AWF_SEOSW_r2	PAIRED	7350496637	exp_AWF_SEOSW_7_C2420ACXX.IND24	3497541320;3503026876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539452/ERR1539452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539452/ERR1539452_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SEOSW_7_1_C2420ACXX.IND24_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SEOSW_7_2_C2420ACXX.IND24_clean.fastq.gz	sample_AWF_749906_B1-167
PRJEB14847	SAMEA4347658	ERX1610227	749906	gut metagenome	Illumina HiSeq 2000	AWF_ESOSW_r1	PAIRED	5119389609	exp_AWF_ESOSW_3_C0UT3ACXX.IND7	2403345886;2431492413	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539453/ERR1539453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539453/ERR1539453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ESOSW_3_1_C0UT3ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ESOSW_3_2_C0UT3ACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1-002
PRJEB14847	SAMEA4347624	ERX1610315	749906	gut metagenome	Illumina HiSeq 2000	AWF_SIOSW_r1	PAIRED	4591116130	exp_AWF_SIOSW_2_C4VR1ACXX.IND4	2215734669;2197214935	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539454/ERR1539454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539454/ERR1539454_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SIOSW_2_1_C4VR1ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SIOSW_2_2_C4VR1ACXX.IND4_clean.fastq.gz	sample_AWF_749906_A1-019
PRJEB14847	SAMEA4347596	ERX1610377	749906	gut metagenome	Illumina HiSeq 2000	AWF_SQOSW_r1	PAIRED	6227099406	exp_AWF_SQOSW_2_C4VR1ACXX.IND10	3002168507;2976098508	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539455/ERR1539455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539455/ERR1539455_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SQOSW_2_1_C4VR1ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SQOSW_2_2_C4VR1ACXX.IND10_clean.fastq.gz	sample_AWF_749906_A1-036
PRJEB14847	SAMEA4347633	ERX1610324	749906	gut metagenome	Illumina HiSeq 2000	AWF_VDOSW_r1	PAIRED	4735869976	exp_AWF_VDOSW_1_HAY78ADXX.IND5	2001364940;2061561475	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539456/ERR1539456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539456/ERR1539456_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VDOSW_1_1_HAY78ADXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VDOSW_1_2_HAY78ADXX.IND5_clean.fastq.gz	sample_AWF_749906_B1_099
PRJEB14847	SAMEA4347590	ERX1610336	749906	gut metagenome	Illumina HiSeq 2000	AWF_SROSW_r1	PAIRED	5033506950	exp_AWF_SROSW_1_C4VR1ACXX.IND11	2518006355;2478818584	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539457/ERR1539457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539457/ERR1539457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SROSW_1_1_C4VR1ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_SROSW_1_2_C4VR1ACXX.IND11_clean.fastq.gz	sample_AWF_749906_A1-038
PRJEB14847	SAMEA4347527	ERX1610137	749906	gut metagenome	Illumina HiSeq 2000	AWF_BHOSW_r1	PAIRED	4248370799	exp_AWF_BHOSW_1_C0KU9ACXX.IND7	1812548330;1809267070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539458/ERR1539458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539458/ERR1539458_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BHOSW_1_1_C0KU9ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_BHOSW_1_2_C0KU9ACXX.IND7_clean.fastq.gz	sample_AWF_749906_B1-041
PRJEB14847	SAMEA4347547	ERX1610317	749906	gut metagenome	Illumina HiSeq 2000	AWF_IMOSW_r1	PAIRED	5165217265	exp_AWF_IMOSW_4_D11TTACXX.IND7	2410735495;2398355728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539459/ERR1539459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539459/ERR1539459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IMOSW_4_1_D11TTACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IMOSW_4_2_D11TTACXX.IND7_clean.fastq.gz	sample_AWF_749906_A1-065
PRJEB14847	SAMEA4347666	ERX1610313	749906	gut metagenome	Illumina HiSeq 2000	AWF_PBOSW_r1	PAIRED	5363248928	exp_AWF_PBOSW_1_C1K1EACXX.IND8	2427753636;2447021059	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539460/ERR1539460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539460/ERR1539460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PBOSW_1_1_C1K1EACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_PBOSW_1_2_C1K1EACXX.IND8_clean.fastq.gz	sample_AWF_749906_B1 108-2
PRJEB14847	SAMEA4347467	ERX1610161	749906	gut metagenome	Illumina HiSeq 2000	AWF_VKOSW_r1	PAIRED	4104243444	exp_AWF_VKOSW_2_HAY78ADXX.IND11	1744777076;1821190537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539461/ERR1539461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539461/ERR1539461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VKOSW_2_1_HAY78ADXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_VKOSW_2_2_HAY78ADXX.IND11_clean.fastq.gz	sample_AWF_749906_B1_ 079
PRJEB14847	SAMEA4347461	ERX1610365	749906	gut metagenome	Illumina HiSeq 2000	AWF_TMOSW_r1	PAIRED	6416473668	exp_AWF_TMOSW_4_C4UJUACXX.IND26	3075386403;3044049840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539462/ERR1539462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539462/ERR1539462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TMOSW_4_1_C4UJUACXX.IND26_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_TMOSW_4_2_C4UJUACXX.IND26_clean.fastq.gz	sample_AWF_749906_B1-036
PRJEB14847	SAMEA4347473	ERX1610130	749906	gut metagenome	Illumina HiSeq 2000	AWF_MKOSW_r1	PAIRED	4520094099	exp_AWF_MKOSW_2_D14RHACXX.IND3	2064670187;2087444067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539463/ERR1539463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539463/ERR1539463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MKOSW_2_1_D14RHACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MKOSW_2_2_D14RHACXX.IND3_clean.fastq.gz	sample_AWF_749906_B1_125
PRJEB14847	SAMEA4347742	ERX1610207	749906	gut metagenome	Illumina HiSeq 2000	AWF_MBOSW_r1	PAIRED	5116126031	exp_AWF_MBOSW_3_D14FJACXX.IND7	2490704785;2512060825	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539464/ERR1539464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539464/ERR1539464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MBOSW_3_1_D14FJACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_MBOSW_3_2_D14FJACXX.IND7_clean.fastq.gz	sample_AWF_749906_C1_009
PRJEB14847	SAMEA4347584	ERX1610257	749906	gut metagenome	Illumina HiSeq 2000	AWF_IPOSW_r1	PAIRED	5233630210	exp_AWF_IPOSW_3_C0UW8ACXX.IND9	2206350239;2265059715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539465/ERR1539465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539465/ERR1539465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IPOSW_3_1_C0UW8ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_IPOSW_3_2_C0UW8ACXX.IND9_clean.fastq.gz	sample_AWF_749906_A1-165
PRJEB14847	SAMEA4347560	ERX1610223	749906	gut metagenome	Illumina HiSeq 2000	AWF_ETOSW_r1	PAIRED	5173266341	exp_AWF_ETOSW_3_C0UT3ACXX.IND8	2433311732;2463288466	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539466/ERR1539466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539466/ERR1539466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ETOSW_3_1_C0UT3ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA675/ERA675994/fastq/AWF_ETOSW_3_2_C0UT3ACXX.IND8_clean.fastq.gz	sample_AWF_749906_A1-052
